Season,Building type,Cooling startegy_building level,Climate,Thermal sensation,Koppen climate classification,Clo,Met,Thermal preference,Relative humidity,Air velocity,Country,Air temperature
2,2,2,5,0.0,5,0.46,1.4,0,44.7,0.06,0,23.2
2,2,2,5,-0.1,5,0.64,1.2,0,43.6,0.11,0,24.1
2,2,2,5,0.0,5,0.43,1.1,0,47.2,0.08,0,22.9
2,2,2,5,0.0,5,0.66,1.4,0,45.2,0.07,0,23.1
2,2,2,5,0.0,5,0.43,1.1,0,42.7,0.07,0,24.1
2,2,2,5,1.0,5,0.43,1.1,1,45.5,0.05,0,23.5
2,2,2,5,0.0,5,0.41,1.0,0,45.5,0.06,0,23.6
2,2,2,5,0.0,5,0.46,1.1,0,45.4,0.09,0,23.6
2,2,2,5,1.0,5,0.41,1.1,1,45.4,0.1,0,23.5
2,2,2,5,1.0,5,0.49,1.1,0,45.4,0.1,0,23.6
2,2,2,5,1.0,5,0.68,1.1,0,48.2,0.08,0,23.2
2,2,2,5,0.0,5,0.52,1.2,0,53.9,0.1,0,22.6
2,2,2,5,1.0,5,0.46,1.6,1,49.6,0.1,0,22.2
2,2,2,5,-0.4,5,0.46,1.9,2,73.0,0.04,0,23.3
2,2,2,5,-1.0,5,0.71,1.8,2,69.1,0.18,0,23.3
2,2,2,5,1.0,5,0.75,1.7,0,67.2,0.06,0,24.2
2,2,2,5,0.0,5,0.41,1.5,0,64.0,0.13,0,24.0
2,2,2,5,1.0,5,0.46,1.9,0,64.9,0.1,0,24.3
2,2,2,5,0.0,5,0.75,1.3,0,65.5,0.09,0,24.9
2,2,2,5,1.0,5,0.39,1.6,0,65.5,0.11,0,24.9
2,2,2,5,0.0,5,0.46,1.2,0,62.2,0.09,0,24.7
2,2,2,5,0.0,5,0.46,1.4,0,63.9,0.12,0,24.0
2,2,2,5,1.0,5,0.66,1.6,1,64.0,0.07,0,24.0
2,2,2,5,0.0,5,0.41,1.1,0,64.0,0.11,0,24.0
2,2,2,5,0.0,5,0.55,1.3,0,64.1,0.08,0,24.3
2,2,2,5,0.0,5,0.41,1.3,0,65.4,0.13,0,24.3
2,2,2,5,0.0,5,0.46,1.6,0,65.8,0.08,0,24.2
2,2,2,5,1.0,5,0.71,1.8,1,63.3,0.12,0,25.0
2,2,2,5,0.0,5,0.46,1.3,0,65.8,0.06,0,24.2
2,2,2,5,0.0,5,0.46,1.1,0,65.9,0.04,0,24.2
2,2,2,5,2.0,5,0.39,1.7,1,63.0,0.2,0,25.0
2,2,2,5,0.0,5,0.38,1.3,0,64.2,0.09,0,24.3
2,2,2,5,1.0,5,0.39,1.8,1,63.0,0.1,0,25.0
2,2,2,5,0.0,5,0.46,1.1,0,63.9,0.07,0,24.8
2,2,2,5,2.0,5,0.52,1.1,1,59.2,0.09,0,24.7
2,2,2,5,1.8,5,0.39,1.1,1,55.9,0.1,0,25.2
2,2,2,5,0.0,5,0.46,1.1,0,59.6,0.07,0,24.6
2,2,2,5,0.0,5,0.46,1.1,0,63.2,0.06,0,23.8
2,2,2,5,0.0,5,0.41,1.1,0,58.2,0.08,0,24.2
2,2,2,5,1.0,5,0.5,1.1,0,55.8,0.12,0,25.2
2,2,2,5,1.0,5,0.46,1.1,0,55.6,0.12,0,25.2
2,2,2,5,3.0,5,0.39,1.1,1,57.4,0.22,0,24.9
2,2,2,5,0.5,5,0.46,1.1,0,59.5,0.08,0,25.0
2,2,2,5,2.0,5,0.42,1.4,1,57.3,0.1,0,24.9
2,2,2,5,2.0,5,0.37,1.1,1,56.9,0.13,0,25.1
2,2,2,5,0.0,5,0.42,1.1,0,57.3,0.14,0,24.9
2,2,2,5,0.0,5,0.46,1.1,0,57.3,0.09,0,24.9
2,2,2,5,0.1,5,0.47,1.2,0,63.1,0.07,0,23.7
2,2,2,5,0.0,5,0.46,1.1,0,63.2,0.05,0,23.6
2,2,2,5,0.0,5,0.38,1.1,0,60.5,0.06,0,25.1
2,2,2,5,0.0,5,0.38,1.3,0,60.5,0.08,0,25.1
2,2,2,5,1.0,5,0.46,1.1,0,61.4,0.09,0,24.3
2,2,2,5,0.0,5,0.41,1.1,0,61.4,0.07,0,24.3
2,2,2,5,1.0,5,0.46,1.1,0,58.9,0.14,0,24.7
2,2,2,5,0.0,5,0.73,1.1,0,61.2,0.07,0,24.9
2,2,2,5,-1.0,5,0.41,1.1,2,59.7,0.05,0,25.3
2,2,2,5,0.8,5,0.71,1.6,0,59.1,0.17,0,23.4
2,2,2,5,-1.0,5,0.41,1.3,2,60.7,0.06,0,23.2
2,2,2,5,0.0,5,0.72,1.3,0,61.5,0.06,0,23.1
2,2,2,5,0.0,5,0.43,1.3,0,56.7,0.11,0,24.3
2,2,2,5,1.0,5,0.46,1.5,0,54.7,0.11,0,24.9
2,2,2,5,0.0,5,0.61,1.1,0,58.7,0.08,0,24.0
2,2,2,5,0.0,5,0.47,1.4,0,58.7,0.07,0,24.0
2,2,2,5,0.0,5,0.46,1.2,0,56.7,0.08,0,24.3
2,2,2,5,1.0,5,0.5,1.1,1,54.7,0.09,0,24.8
2,2,2,5,1.0,5,0.5,1.6,1,54.7,0.06,0,24.8
2,2,2,5,0.0,5,0.55,1.1,0,55.9,0.08,0,24.4
2,2,2,5,-1.0,5,0.68,1.1,2,57.2,0.07,0,24.1
2,2,2,5,0.0,5,0.46,1.4,0,57.5,0.08,0,24.0
2,2,2,5,0.0,5,0.46,1.2,0,53.2,0.06,0,24.4
2,2,2,5,0.0,5,0.41,1.1,0,55.2,0.07,0,24.7
2,2,2,5,1.0,5,0.46,1.4,1,55.2,0.09,0,24.7
2,2,2,5,1.0,5,0.6,1.4,1,58.0,0.1,0,22.8
2,2,2,5,3.0,5,0.39,1.4,1,58.0,0.16,0,22.8
2,2,2,5,0.0,5,0.41,1.2,0,55.4,0.04,0,24.6
2,2,2,5,1.0,5,0.39,1.6,0,52.4,0.07,0,25.5
2,2,2,5,1.0,5,0.37,1.6,1,52.3,0.1,0,25.5
2,2,2,5,0.0,5,0.37,1.1,0,60.3,0.12,0,25.2
2,2,2,5,0.0,5,0.39,1.2,0,63.4,0.08,0,24.3
2,2,2,5,1.0,5,0.46,1.1,0,60.2,0.1,0,25.1
2,2,2,5,0.0,5,0.39,1.2,0,63.4,0.08,0,24.3
2,2,2,5,0.5,5,0.46,1.3,0,61.1,0.07,0,25.1
2,2,2,5,0.0,5,0.41,1.4,0,63.9,0.06,0,24.8
2,2,2,5,0.0,5,0.5,1.3,0,63.9,0.05,0,24.8
2,2,2,5,1.0,5,0.71,1.6,0,63.9,0.03,0,24.8
2,2,2,5,1.0,5,0.43,1.4,1,62.3,0.04,0,24.8
2,2,2,5,0.0,5,0.41,1.1,0,61.7,0.09,0,24.8
2,2,2,5,1.9,5,0.42,1.3,1,60.5,0.12,0,25.1
2,2,2,5,1.0,5,0.55,1.1,0,62.1,0.08,0,24.9
2,2,2,5,0.0,5,0.46,1.1,0,61.7,0.06,0,24.8
2,2,2,5,1.0,5,0.55,1.4,1,61.6,0.07,0,24.8
2,2,2,5,0.0,5,0.41,1.1,0,62.9,0.09,0,24.7
2,2,2,5,0.0,5,0.46,1.1,0,62.9,0.08,0,24.7
2,2,2,5,0.0,5,0.46,1.1,0,63.2,0.05,0,24.4
2,2,2,5,0.0,5,0.39,1.1,0,62.7,0.08,0,25.1
2,2,2,5,0.0,5,0.46,1.1,0,63.4,0.08,0,24.3
2,2,2,5,0.0,5,0.41,1.2,0,63.5,0.12,0,23.3
2,2,2,5,0.0,5,0.52,1.3,0,73.2,0.07,0,22.1
2,2,2,5,-1.0,5,0.43,1.1,0,65.9,0.07,0,23.6
2,2,2,5,0.0,5,0.41,1.1,0,64.9,0.1,0,23.3
2,2,2,5,0.0,5,0.46,1.2,0,59.7,0.07,0,25.1
2,2,2,5,2.0,5,0.39,1.4,1,58.7,0.21,0,24.9
2,2,2,5,2.0,5,0.38,1.6,1,59.4,0.09,0,25.1
2,2,2,5,1.0,5,0.66,1.1,0,65.4,0.04,0,23.5
2,2,2,5,0.0,5,0.46,1.1,0,58.4,0.1,0,24.9
2,2,2,5,1.0,5,0.46,1.3,0,63.7,0.12,0,23.8
2,2,2,5,1.0,5,0.5,1.1,1,58.0,0.11,0,24.1
2,2,2,5,2.0,5,0.38,1.1,1,58.0,0.08,0,24.1
2,2,2,5,0.0,5,0.39,1.3,0,63.9,0.1,0,23.7
2,2,2,5,0.0,5,0.37,1.2,0,58.3,0.11,0,24.9
2,2,2,5,0.0,5,0.46,1.0,0,64.2,0.06,0,23.2
2,2,2,5,1.0,5,0.46,1.2,0,62.1,0.13,0,23.2
2,2,2,5,-2.0,5,0.43,1.4,2,61.9,0.08,0,23.1
2,2,2,5,0.0,5,0.46,1.1,0,64.1,0.07,0,23.2
2,2,2,5,1.0,5,0.42,1.3,0,56.9,0.12,0,24.9
2,2,2,5,0.0,5,0.52,1.1,0,60.3,0.06,0,24.6
2,2,2,5,0.0,5,0.39,1.5,0,59.3,0.11,0,24.0
2,2,2,5,1.0,5,0.44,1.7,0,57.3,0.12,0,24.8
2,2,2,5,1.0,5,0.67,1.9,1,58.4,0.1,0,24.0
2,2,2,5,0.0,5,0.41,1.3,0,58.4,0.08,0,24.0
2,2,2,5,0.0,5,0.46,1.2,0,57.8,0.14,0,24.1
2,2,2,5,-1.0,5,0.37,1.1,2,60.6,0.06,0,24.2
2,2,2,5,2.0,5,0.56,1.9,1,60.6,0.09,0,24.2
2,2,2,5,0.0,5,0.41,1.3,0,58.9,0.11,0,24.2
2,2,2,5,2.0,5,0.39,1.6,1,55.8,0.18,0,24.9
2,2,2,5,-0.3,5,0.43,1.1,0,58.6,0.06,0,24.2
2,2,2,5,0.0,5,0.42,1.1,0,55.7,0.1,0,25.0
2,2,2,5,1.0,5,0.37,1.5,0,55.7,0.11,0,25.0
2,2,2,5,1.0,5,0.43,1.3,0,58.6,0.08,0,24.4
2,2,2,5,0.0,5,0.46,1.1,0,55.5,0.13,0,24.6
2,2,2,5,0.0,5,0.46,1.1,0,62.0,0.07,0,23.6
2,2,2,5,-1.0,5,0.5,1.1,2,58.3,0.11,0,24.5
2,2,2,5,0.0,5,0.52,1.1,0,58.9,0.05,0,24.4
2,2,2,5,0.0,5,0.5,1.3,0,58.9,0.06,0,24.4
2,2,2,5,0.0,5,0.55,1.1,0,58.7,0.08,0,24.6
2,2,2,5,-0.6,5,0.59,1.1,2,60.3,0.07,0,24.5
2,2,2,5,0.0,5,0.43,1.2,0,60.3,0.09,0,24.6
2,2,2,5,0.0,5,0.46,1.1,0,57.3,0.06,0,24.8
2,2,2,5,0.0,5,0.46,1.1,0,57.2,0.04,0,24.9
2,2,2,5,0.0,5,0.44,1.3,0,66.1,0.11,0,23.3
2,2,2,5,1.0,5,0.55,1.1,0,65.9,0.11,0,24.9
2,2,2,5,1.0,5,0.39,1.3,0,67.8,0.08,0,25.4
2,2,2,5,0.0,5,0.51,1.1,0,65.5,0.07,0,24.9
2,2,2,5,0.0,5,0.56,1.2,0,65.5,0.09,0,24.9
2,2,2,5,1.2,5,0.46,1.1,1,67.4,0.08,0,24.6
2,2,2,5,2.0,5,0.46,1.1,1,66.4,0.15,0,25.0
2,2,2,5,2.0,5,0.5,1.1,1,68.1,0.1,0,24.4
2,2,2,5,0.0,5,0.41,1.0,0,66.6,0.11,0,23.8
2,2,2,5,0.0,5,0.46,1.1,0,65.5,0.08,0,24.9
2,2,2,5,0.0,5,0.46,1.1,0,65.5,0.04,0,24.9
2,2,2,5,0.0,5,0.39,1.1,0,66.4,0.07,0,24.1
2,2,2,5,-1.0,5,0.38,1.1,2,66.4,0.13,0,24.1
2,2,2,5,0.0,5,0.42,1.1,0,68.8,0.11,0,23.0
2,2,2,5,0.1,5,0.46,1.1,0,68.8,0.1,0,23.0
2,2,2,5,3.0,5,0.42,1.1,1,65.3,0.06,0,25.2
2,2,2,5,0.0,5,0.46,1.1,0,65.4,0.08,0,25.3
2,2,2,5,1.0,5,0.52,1.3,1,65.4,0.12,0,25.3
2,2,2,5,1.0,5,0.46,1.1,1,68.0,0.08,0,24.1
2,2,2,5,3.0,5,0.39,1.1,1,68.4,0.22,0,23.0
2,2,2,5,0.0,5,0.46,1.1,0,65.7,0.09,0,24.0
2,2,2,5,-2.0,5,0.71,1.1,2,66.7,0.04,0,24.7
2,2,2,5,0.0,5,0.41,1.1,0,60.1,0.1,0,24.9
2,2,2,5,0.0,5,0.41,1.0,0,59.6,0.08,0,24.9
2,2,2,5,0.0,5,0.46,1.1,0,60.5,0.16,0,24.6
2,2,2,5,-3.0,5,0.75,1.3,2,60.5,0.08,0,24.6
2,2,2,5,0.0,5,0.46,1.1,0,54.1,0.11,0,24.9
2,2,2,5,0.0,5,0.43,1.2,0,60.9,0.12,0,24.2
2,2,2,5,2.0,5,0.43,1.1,1,59.4,0.04,0,25.4
2,2,2,5,1.0,5,0.43,1.2,1,59.1,0.06,0,24.1
2,2,2,5,1.0,5,0.41,1.3,1,58.8,0.07,0,25.4
2,2,2,5,2.0,5,0.39,1.3,1,53.6,0.16,0,25.1
2,2,2,5,0.0,5,0.38,1.3,0,58.4,0.08,0,24.3
2,2,2,5,1.0,5,0.46,1.4,1,58.8,0.06,0,24.1
2,2,2,5,3.0,5,0.43,1.3,1,58.8,0.14,0,24.3
2,2,2,5,1.0,5,0.55,1.1,1,56.8,0.06,0,25.2
2,2,2,5,2.0,5,0.42,1.4,1,57.7,0.06,0,25.1
2,2,2,5,0.0,5,0.43,1.3,0,60.8,0.12,0,24.3
2,2,2,5,3.0,5,0.46,1.1,1,60.6,0.12,0,25.0
2,2,2,5,0.0,5,0.43,1.3,0,61.1,0.06,0,25.6
2,2,2,5,0.0,5,0.46,1.1,0,62.0,0.09,0,24.5
2,2,2,5,1.0,5,0.39,1.3,1,61.8,0.04,0,24.9
2,2,2,5,1.0,5,0.46,1.1,1,62.3,0.03,0,24.7
2,2,2,5,0.0,5,0.4,1.3,0,62.5,0.34,0,24.5
2,2,2,5,0.0,5,0.56,1.2,0,73.6,0.08,0,24.8
2,2,2,5,0.0,5,0.46,1.1,0,73.6,0.09,0,24.6
2,2,2,5,0.0,5,0.56,1.2,0,77.5,0.08,0,24.5
2,2,2,5,1.0,5,0.46,1.1,1,70.2,0.14,0,25.4
2,2,2,5,1.2,5,0.46,1.2,0,70.2,0.12,0,25.4
2,2,2,5,1.0,5,0.52,1.3,1,71.3,0.1,0,25.0
2,2,2,5,0.0,5,0.46,1.1,0,73.1,0.07,0,25.0
2,2,2,5,0.0,5,0.46,1.1,0,73.1,0.06,0,25.0
2,2,2,5,1.0,5,0.41,1.1,0,76.6,0.15,0,24.1
2,2,2,5,-1.0,5,0.56,1.2,2,76.6,0.06,0,24.1
2,2,2,5,0.0,5,0.41,1.0,0,73.1,0.08,0,25.0
2,2,2,5,3.0,5,0.39,1.1,1,76.0,0.22,0,24.1
2,2,2,5,0.0,5,0.46,1.1,0,76.6,0.07,0,24.6
2,2,2,5,0.1,5,0.83,1.1,0,76.6,0.05,0,24.6
2,2,2,5,1.0,5,0.52,1.2,1,72.9,0.08,0,25.3
2,2,2,5,1.0,5,0.37,1.2,0,71.5,0.12,0,25.3
2,2,2,5,0.0,5,0.46,1.4,0,75.5,0.1,0,24.2
2,2,2,5,0.0,5,0.5,1.2,0,28.3,0.15,0,25.2
2,2,2,5,0.0,5,0.86,1.1,0,39.2,0.18,0,25.0
2,2,2,5,0.0,5,0.56,1.1,0,75.7,0.07,0,24.0
2,2,2,5,0.0,5,0.55,1.1,0,75.8,0.08,0,24.0
2,2,2,5,0.0,5,0.46,1.1,0,73.2,0.05,0,24.5
2,2,2,5,0.0,5,0.41,1.4,0,73.5,0.08,0,24.2
2,2,2,5,-0.1,5,0.46,1.1,0,71.7,0.11,0,24.5
2,2,2,5,0.0,5,0.42,1.1,0,70.9,0.07,0,24.8
2,2,2,5,0.0,5,0.46,1.1,0,73.6,0.04,0,24.1
2,2,2,5,0.0,5,0.46,1.2,0,69.7,0.07,0,25.2
2,2,2,5,1.0,5,0.46,1.1,0,69.7,0.06,0,25.2
2,2,2,5,-1.0,5,0.66,1.1,2,74.1,0.05,0,25.0
2,2,2,5,0.0,5,0.55,1.2,0,71.0,0.06,0,24.7
2,2,2,5,0.0,5,0.39,1.2,1,70.2,0.1,0,24.4
2,2,2,5,0.0,5,0.43,1.3,0,69.0,0.07,0,24.7
2,2,2,5,1.0,5,0.41,1.1,0,69.8,0.08,0,24.8
2,2,2,5,0.0,5,0.46,1.0,0,71.5,0.11,0,24.5
2,2,2,5,0.0,5,0.46,1.3,0,70.1,0.12,0,24.4
2,2,2,5,0.0,5,0.46,1.3,0,73.6,0.05,0,24.1
2,2,2,5,-2.0,5,0.71,1.1,2,54.4,0.09,0,25.2
2,2,2,5,0.0,5,0.41,1.1,0,71.1,0.07,0,24.8
2,2,2,5,2.0,5,0.37,1.1,1,74.2,0.16,0,24.1
2,2,2,5,0.0,5,0.46,1.1,0,74.2,0.1,0,24.1
2,2,2,5,0.0,5,0.46,1.1,0,72.1,0.09,0,24.3
2,2,2,5,1.0,5,0.42,1.3,0,69.4,0.13,0,25.3
2,2,2,5,0.0,5,0.46,1.2,0,74.8,0.12,0,24.2
2,2,2,5,-0.4,5,0.67,1.1,2,73.1,0.07,0,24.1
2,2,2,5,0.0,5,0.42,1.1,0,70.7,0.08,0,24.0
2,2,2,5,0.0,5,0.4,1.2,0,70.4,0.31,0,25.6
2,2,2,5,1.0,5,0.46,1.3,0,72.9,0.11,0,24.7
2,2,2,5,0.0,5,0.39,1.3,0,73.0,0.1,0,25.0
2,2,2,5,0.0,5,0.59,1.3,0,74.0,0.04,0,25.3
2,2,2,5,1.0,5,0.46,1.3,1,74.1,0.06,0,24.8
2,2,2,5,1.0,5,0.46,1.5,0,73.9,0.08,0,24.8
2,2,2,5,0.0,5,0.46,1.1,0,72.2,0.12,0,24.6
2,2,2,5,0.0,5,0.46,1.1,0,72.4,0.14,0,24.8
2,2,2,5,0.0,5,0.43,1.4,0,73.5,0.06,0,24.8
2,2,2,5,1.0,5,0.41,1.1,0,71.7,0.09,0,25.1
2,2,2,5,1.1,5,0.43,1.4,1,71.7,0.11,0,25.1
2,2,2,5,1.0,5,0.66,1.3,1,70.3,0.03,0,24.8
2,2,2,5,0.0,5,0.43,1.1,0,73.0,0.1,0,25.3
2,2,2,5,0.0,5,0.46,1.1,0,72.7,0.08,0,25.2
2,2,2,5,1.0,5,0.4,1.2,1,71.8,0.05,0,24.4
2,2,2,5,0.0,5,0.38,1.1,0,68.1,0.04,0,24.6
2,2,2,5,3.0,5,0.39,1.2,1,69.0,0.26,0,24.4
2,2,2,5,2.0,5,0.39,1.2,1,68.5,0.08,0,24.3
2,2,2,5,0.0,5,0.42,1.2,0,40.3,0.11,0,25.3
2,2,2,5,1.0,5,0.46,1.3,0,68.0,0.13,0,24.2
2,2,2,5,0.0,5,0.46,1.1,0,70.1,0.08,0,24.6
2,2,2,5,0.0,5,0.42,1.1,0,67.7,0.1,0,24.6
2,2,2,5,0.0,5,0.43,1.3,0,42.8,0.12,0,24.8
2,2,2,5,0.0,5,0.46,1.3,0,62.8,0.08,0,24.2
2,2,2,5,0.0,5,0.43,1.1,0,59.6,0.07,0,24.4
2,2,2,5,1.0,5,0.42,1.5,1,59.6,0.06,0,24.4
2,2,2,5,0.0,5,0.37,1.3,0,65.5,0.11,0,23.0
2,2,2,5,2.0,5,0.42,1.3,1,56.4,0.06,0,25.4
2,2,2,5,0.0,5,0.46,1.2,0,60.0,0.08,0,24.3
2,2,2,5,0.5,5,0.52,1.1,0,60.0,0.12,0,24.3
2,2,2,5,0.0,5,0.39,1.3,0,62.6,0.05,0,24.2
2,2,2,5,0.0,5,0.39,1.1,0,40.9,0.14,0,25.0
2,2,2,5,0.0,5,0.41,1.1,0,59.7,0.08,0,25.2
2,2,2,5,2.0,5,0.39,1.2,1,59.9,0.23,0,24.3
2,2,2,5,0.0,5,0.46,1.2,0,61.8,0.05,0,25.2
2,2,2,5,0.0,5,0.46,1.0,0,62.5,0.07,0,24.2
2,2,2,5,1.0,5,0.43,1.1,0,60.7,0.14,0,25.7
2,2,2,5,1.0,5,0.52,1.3,1,60.0,0.11,0,25.1
2,2,2,5,0.0,5,0.55,1.2,0,59.7,0.09,0,25.2
2,2,2,5,1.0,5,0.46,1.4,1,59.2,0.08,0,25.4
2,2,2,5,0.0,5,0.55,1.3,0,62.6,0.06,0,24.1
2,2,2,5,0.0,5,0.68,1.1,0,62.0,0.11,0,25.1
2,2,2,5,0.0,5,0.46,1.1,0,60.4,0.12,0,25.7
2,2,2,5,0.0,5,0.46,1.4,0,54.8,0.08,0,25.1
2,2,2,5,1.0,5,0.46,1.3,0,54.8,0.11,0,25.1
2,2,2,5,1.0,5,0.5,1.3,0,55.2,0.13,0,25.1
2,2,2,5,0.0,5,0.43,1.3,0,59.9,0.07,0,24.7
2,2,2,5,1.0,5,0.64,1.3,0,56.3,0.05,0,25.4
2,2,2,5,-1.0,5,0.38,1.3,2,59.3,0.1,0,23.5
2,2,2,5,-1.0,5,0.54,1.2,2,56.1,0.18,0,24.4
2,2,2,5,0.0,5,0.55,1.3,0,58.6,0.08,0,24.3
2,2,2,5,0.0,5,0.46,1.3,0,58.6,0.08,0,24.3
2,2,2,5,1.0,5,0.52,1.3,0,58.0,0.09,0,24.7
2,2,2,5,1.0,5,0.41,1.3,0,58.0,0.07,0,24.7
2,2,2,5,0.0,5,0.46,1.3,0,56.4,0.14,0,24.1
2,2,2,5,-1.0,5,0.68,1.1,2,56.8,0.06,0,25.2
2,2,2,5,0.0,5,0.46,1.4,0,60.2,0.07,0,24.4
2,2,2,5,0.0,5,0.46,1.2,0,58.5,0.1,0,24.7
2,2,2,5,1.9,5,0.39,1.3,1,58.5,0.14,0,24.7
2,2,2,5,1.0,5,0.41,1.1,1,60.3,0.09,0,24.5
2,2,2,5,0.0,5,0.46,1.1,0,56.0,0.07,0,25.5
2,2,2,5,0.0,5,0.37,1.4,0,56.0,0.1,0,25.5
2,2,2,5,1.0,5,0.71,1.1,0,55.7,0.08,0,25.5
2,2,2,5,0.0,5,0.52,1.2,0,58.8,0.08,0,24.8
2,2,2,5,1.0,5,0.46,1.1,1,60.0,0.11,0,24.3
2,2,2,5,0.0,5,0.46,1.2,0,60.3,0.05,0,23.4
2,2,2,5,0.0,5,0.68,1.2,0,59.5,0.07,0,23.5
2,2,2,5,1.0,5,0.46,1.1,1,57.5,0.12,0,24.9
2,2,2,5,1.0,5,0.5,1.3,1,56.5,0.06,0,25.1
2,2,2,5,0.0,5,0.46,1.2,0,57.3,0.07,0,23.4
2,2,2,5,1.0,5,0.41,1.1,0,59.3,0.12,0,24.4
2,2,2,5,0.0,5,0.46,1.1,0,59.3,0.11,0,24.4
2,2,2,5,-0.4,5,0.53,1.3,2,59.0,0.1,0,24.4
2,2,2,5,1.0,5,0.68,1.1,0,59.0,0.09,0,24.4
2,2,2,5,0.0,5,0.38,1.1,0,56.5,0.1,0,23.5
2,2,2,5,1.1,5,0.42,1.1,1,55.6,0.13,0,24.1
2,2,2,5,0.0,5,0.46,1.3,0,58.1,0.06,0,23.6
2,2,2,5,-1.0,5,0.39,1.1,2,58.3,0.08,0,23.6
2,2,2,5,1.0,5,0.4,1.1,1,58.2,0.13,0,24.4
2,2,2,5,0.0,5,0.46,1.1,0,55.6,0.12,0,24.1
2,2,2,5,2.0,5,0.39,1.3,1,55.5,0.08,0,24.8
2,2,2,5,0.0,5,0.37,1.1,0,59.5,0.11,0,23.4
2,2,2,5,0.0,5,0.78,1.2,0,32.1,0.13,0,25.2
2,2,2,5,0.0,5,0.63,1.1,0,43.5,0.09,0,24.2
2,2,2,5,0.0,5,0.43,1.2,0,56.8,0.11,0,24.5
2,2,2,5,1.0,5,0.42,1.3,0,56.6,0.08,0,24.6
2,2,2,5,1.0,5,0.41,1.3,1,59.3,0.06,0,24.4
2,2,2,5,1.0,5,0.55,1.0,0,64.5,0.05,0,24.5
2,2,2,5,0.1,5,0.44,1.1,0,39.4,0.1,0,25.1
2,2,2,5,1.0,5,0.58,1.1,1,57.5,0.08,0,25.2
2,2,2,5,2.0,5,0.44,1.3,1,60.0,0.13,0,25.2
2,2,2,5,1.0,5,0.46,1.1,0,64.4,0.1,0,24.0
2,2,2,5,1.0,5,0.41,1.1,0,64.4,0.07,0,24.5
2,2,2,5,0.0,5,0.43,1.1,0,63.9,0.09,0,24.0
2,2,2,5,2.0,5,0.39,1.1,1,65.4,0.04,0,25.0
2,2,2,5,1.0,5,0.43,1.2,1,57.5,0.14,0,24.0
2,2,2,5,1.0,5,0.46,1.3,1,57.3,0.07,0,24.0
2,2,2,5,3.0,5,0.39,1.0,1,63.6,0.21,0,23.9
2,2,2,5,3.0,5,0.43,1.3,1,59.9,0.07,0,24.5
2,2,2,5,1.0,5,0.41,1.2,1,60.2,0.06,0,24.9
2,2,2,5,0.0,5,0.43,1.4,0,63.5,0.08,0,24.5
2,2,2,5,1.0,5,0.46,1.1,0,59.5,0.16,0,24.2
2,2,2,5,0.0,5,0.43,1.1,0,59.2,0.08,0,24.6
2,2,2,5,3.0,5,0.46,1.1,1,60.4,0.13,0,25.2
2,2,2,5,0.0,5,0.39,1.3,0,64.4,0.07,0,25.2
2,2,2,5,1.0,5,0.52,1.1,1,60.0,0.11,0,24.3
2,2,2,5,1.0,5,0.37,1.1,1,60.3,0.09,0,24.9
2,2,2,5,0.0,5,0.39,1.3,0,56.0,0.26,0,25.7
2,2,2,5,0.0,5,0.44,1.1,0,53.6,0.04,0,21.1
2,2,2,5,0.0,5,0.56,1.2,0,53.6,0.06,0,21.1
2,2,2,5,0.0,5,0.46,1.1,0,52.4,0.09,0,22.2
2,2,2,5,0.0,5,0.38,1.1,0,49.3,0.11,0,22.5
2,2,2,5,0.0,5,0.41,1.1,0,49.4,0.08,0,22.5
2,2,2,5,1.0,5,0.46,1.1,1,47.8,0.12,0,22.7
2,2,2,5,0.0,5,0.46,1.2,0,48.8,0.11,0,22.9
2,2,2,5,0.0,5,0.46,1.3,0,52.5,0.14,0,22.3
2,2,2,5,0.5,5,0.47,1.2,0,38.4,0.11,0,24.6
2,2,2,5,0.0,5,0.46,1.1,0,52.5,0.07,0,22.0
2,2,2,5,0.0,5,0.41,1.1,0,49.9,0.08,0,22.1
2,2,2,5,3.0,5,0.39,1.1,1,48.3,0.19,0,22.8
2,2,2,5,1.0,5,0.55,1.1,1,48.9,0.06,0,24.7
2,2,2,5,0.2,5,0.55,1.5,0,51.1,0.09,0,22.2
2,2,2,5,0.0,5,0.46,1.1,0,51.4,0.11,0,22.2
2,2,2,5,0.0,5,0.46,1.1,0,49.5,0.16,0,23.6
2,2,2,5,0.0,5,0.46,1.1,0,49.3,0.08,0,22.8
2,2,2,5,1.0,5,0.46,1.1,0,47.5,0.07,0,24.2
2,2,2,5,1.0,5,0.43,1.2,1,47.5,0.11,0,24.2
2,2,2,5,0.0,5,0.46,1.1,0,55.0,0.05,0,21.9
2,2,2,5,0.0,5,0.55,1.1,0,53.6,0.07,0,22.3
2,2,2,5,-1.0,5,0.39,1.1,0,58.3,0.08,0,21.3
2,2,2,5,0.0,5,0.59,1.1,0,66.3,0.21,0,22.6
2,2,2,5,-1.0,5,0.59,1.4,2,70.6,0.06,0,22.6
2,2,2,5,1.0,5,0.46,1.1,0,68.6,0.12,0,22.3
2,2,2,5,0.0,5,0.55,1.1,0,62.4,0.07,0,23.7
2,2,2,5,1.0,5,0.5,1.2,0,62.4,0.14,0,23.7
2,2,2,5,0.0,5,0.59,1.2,0,65.6,0.04,0,22.9
2,2,2,5,0.0,5,0.49,1.4,0,63.9,0.06,0,22.9
